,Municipio,Departamento,Entidad,País,Fundación,Erección,Superficie (km²),Altitud Media (m.s.n.m),Población Total (hab),Pobl. Urbana (hab),Densidad (hab/km²),Coordenadas,Clima,Gentilicio,Alcalde,Código Postal,Huso horario
576,San Antonio,Tolima,Municipio,Colombia,1825-06-13 00:00:00,1915-03-30 00:00:00,389.0,1492.0,14400.0,4230.0,35.38,3°54′54″N  75°28′46″O,,"Sanantoniano, -a",Jorge Iván Vásquez Martinez,735530,UTC  -5
577,Yacopí,Cundinamarca,Municipio,Colombia,1666-04-06 00:00:00,1843-09-15 00:00:00,1095.0,1416.0,16951.0,3958.0,15.48,5°27′35″N  74°20′18″O,,Yacopicense,Wilkinson Alfonso Florido Álvarez,253840,UTC  -5
578,San Zenón,Magdalena,Municipio,Colombia,1750-04-12 00:00:00,1904-04-13 00:00:00,238.0,25.0,9107.0,1850.0,39.09,9°14′42″N  74°29′57″O,,"Sancenonero, -a",,474060,UTC  -5
579,Santuario,Risaralda,Municipio,Colombia,1886-07-20 00:00:00,1906-12-14 00:00:00,201.0,1565.0,15715.0,7258.0,78.18,5°04′29″N  75°57′52″O,,"Santuareño, -a",Adrian Bedoya Cano,663001,UTC  -5
580,Chitagá,Norte de Santander,Municipio,Colombia,1804-12-12 00:00:00,1808-06-29 00:00:00,1172.0,2379.0,10373.0,3650.0,,7°08′16″N  72°39′52″O,,Chitaguense,Jorge Rojas Pacheco,544030,UTC  -5
581,Fuentedeoro,Meta,Municipio,Colombia,1941-01-01 00:00:00,1960-11-28 00:00:00,628.79,359.0,14263.0,7336.0,,3°27′45″N  73°37′09″O,,Fuentedeorense - Fontorense,Diana Patricia Mancera Cruz,0,UTC  -5
582,La Esperanza,Norte de Santander,Municipio,Colombia,1811-12-17 00:00:00,1950,695.8,180.0,12012.0,1712.0,,7°38′24″N  73°19′37″O,,"Esperanceño, -a",Antonio María Pérez Pabon,546050,UTC  -5
583,Condoto,Chocó,Municipio,Colombia,1758,1892-08-17 00:00:00,890.0,70.0,14660.0,10324.0,16.47,5°05′30″N  76°39′00″O,,"Condoteño, -a",Luz Marina Agualimpia Benítez,273030,UTC  -5
584,Bojayá,Chocó,Municipio,Colombia,1946,1960-12-12 00:00:00,3693.0,20.0,10099.0,5114.0,2.73,6°31′25″N  76°58′28″O,,"Bojayaseño, -a",Edilfredo Machado Valencia  [1],277050,UTC  -5
585,Agua de Dios,Cundinamarca,Municipio,Colombia,1870-08-10 00:00:00,1881-11-16 00:00:00,84.0,400.0,10995.0,8468.0,130.89,4°22′41″N  74°40′06″O,,Aguadedioscense,Luis Felipe Tapias Cárdenas,252850,UTC  -5
586,Santo Domingo,Antioquia,Municipio,Colombia,1778-01-12 00:00:00,1814,271.0,1975.0,12394.0,2808.0,39.7,6°28′15″N  75°09′57″O,,Dominicano,Mario Alberto Monsalve Hernández,53040,UTC  -5
587,Zambrano,Bolívar,Municipio,Colombia,1770-01-20 00:00:00,1916,302.0,20.0,12216.0,9523.0,42.56,9°44′41″N  74°49′02″O,,"Zambranero, -a",Jonás Rafael Orozco Arenas,132040,UTC  -5
588,Charalá,Santander,Municipio,Colombia,1540-07-23 00:00:00,1887,411.0,1290.0,10209.0,5791.0,24.84,6°17′15″N  73°08′48″O,,"Charaleño, -a",Edilson Arenas,682551,UTC  -5
589,Filandia,Quindío,Municipio,Colombia,1878-08-20 00:00:00,,100.9,1923.0,13412.0,7147.0,125.03,4°40′24″N  75°39′30″O,,"Filandeño, -a",Jaime Franco Alzate,634001,UTC  -5
590,Apía,Risaralda,Municipio,Colombia,1883-08-15 00:00:00,1892-09-08 00:00:00,214.0,1630.0,18976.0,8236.0,,5°06′19″N  75°56′36″O,,"Apiano, -a",Hernando Murillo,663030,UTC  -5
591,San Calixto,Norte de Santander,Municipio,Colombia,1602,1945-01-14 00:00:00,387.0,1677.0,13631.0,2185.0,35.22,8°24′10″N  73°12′28″O,,Sancalixtense,Betsaida Montejo Pérez,760036,UTC  -5
592,Ebéjico,Antioquia,Municipio,Colombia,1830-11-01 00:00:00,1833-02-11 00:00:00,235.0,1150.0,12158.0,2229.0,,6°19′35″N  75°45′58″O,,"Ebejicano, -a",Edisson Tamayo Maya,55810,UTC  -5
593,Guática,Risaralda,Municipio,Colombia,1537,1921-04-22 00:00:00,100.67,1820.0,11516.0,3969.0,,5°18′59″N  75°47′54″O,,"Guatiqueño, -a",William David Soto Ramírez,664010,UTC  -5
594,Hato Corozal,Casanare,Municipio,Colombia,1664-01-02 00:00:00,1956-12-14 00:00:00,5518.0,250.0,11431.0,5280.0,,6°09′17″N  71°45′55″O,,"Hatocorozaleño, -a",Darío  Yesid García Barray,705030,UTC  -5
595,El Rosario,Nariño,Municipio,Colombia,1815-01-04 00:00:00,,566.0,1536.0,10201.0,3390.0,,1°44′35″N  77°20′05″O,,"Rosareño, -a",Lauro Nel Arturo Guerrero,527030,UTC  -5
596,Pore,Casanare,Municipio,Colombia,1644-11-05 00:00:00,1818,780.4,250.0,10001.0,4368.0,,5°43′39″N  71°59′35″O,,"Poreño, -a",Cristina Guarnizo 4s,852050,UTC  -5
597,Obando,Valle del Cauca,Municipio,Colombia,1760,1928-07-01 00:00:00,213.0,917.0,14980.0,11104.0,70.33,4°34′34″N  75°58′23″O,,"Obandeño, -a",Nydia Lucero Ospina López,762501,UTC  -5
598,Vegachí,Antioquia,Municipio,Colombia,1950-06-01 00:00:00,1983-11-29 00:00:00,512.0,980.0,13874.0,12039.0,27.1,6°46′23″N  74°47′58″O,,"Vegachiense, Vegachiseño",Deison Ulilo Acevedo Méndez,52830,UTC  -5
599,Armero,Tolima,Municipio,Colombia,,,440.5,285.0,11960.0,8441.0,26.08,5°01′50″N  74°53′04″O,,Armerita,Carlos Alfonso Escobar Peña,732060,UTC  -5
600,Nilo,Cundinamarca,Municipio,Colombia,1783-03-05 00:00:00,,224.0,336.0,18384.0,4693.0,,4°18′25″N  74°37′12″O,,Nilense,Freddy Alberto Amado Angulo,252401,UTC  -5
601,Remolino,Magdalena,Municipio,Colombia,1752-12-08 00:00:00,,599.0,7.0,8150.0,5561.0,13.61,10°42′08″N  74°42′58″O,,"Remolinero, -a",,477020,UTC  -5
602,Oporapa,Huila,Municipio,Colombia,1860,,188.0,1250.0,13514.0,3877.0,,2°01′23″N  75°59′43″O,,Oporapense,Juan Carlos Ruales Ordóñoz,418001,UTC  -5
603,Icononzo,Tolima,Municipio,Colombia,1875-09-01 00:00:00,1915-04-21 00:00:00,232.0,1304.0,10982.0,3430.0,47.34,4°10′33″N  74°31′58″O,,"Icononzuno, -a",Margoth Morales Rodríguez,734020,UTC  -5
604,La Victoria,Valle del Cauca,Municipio,Colombia,1835-08-12 00:00:00,1850-12-23 00:00:00,276.0,912.0,13247.0,9439.0,,4°31′17″N  76°02′11″O,,"Victoriano, -a",Mario Alejandro Reyes Galvis,174030,UTC  -5
605,San Francisco de Sales,Cundinamarca,Municipio,Colombia,1857-11-22 00:00:00,,118.2,1520.0,9586.0,3385.0,0.07,4°58′16″N  74°17′21″O,,"Sanfrancisqueño, -a",Gonzalo Alonso Gonzalez,861001,UTC  -5
606,Tello,Huila,Municipio,Colombia,1811-03-01 00:00:00,1833-11-11 00:00:00,557.19,575.0,14193.0,6627.0,28.73,3°04′00″N  75°08′19″O,,Tellense,José Manuel Córdoba Trujillo,411040,UTC  -5
607,Entrerríos,Antioquia,Municipio,Colombia,1830,1835-06-25 00:00:00,219.0,2300.0,11159.0,5643.0,,6°33′55″N  75°30′51″O,,"Entrerrieño, -a",Weimar Villa Tobón,51430,UTC  -5
608,Venecia,Antioquia,Municipio,Colombia,1898-10-13 00:00:00,,141.0,1350.0,11602.0,5089.0,82.28,5°57′39″N  75°44′01″O,,"Veneciano, -a",Óscar Andrés Sánchez Álvarez,252030,UTC  -5
609,Altos del Rosario,Bolívar,Municipio,Colombia,1637,1973-01-12 00:00:00,248.66,850.0,13669.0,8073.0,54.97,8°47′29″N  74°09′49″O,,"Alteño, -a",Julio Cesar Salas Baldovino,133501,UTC  -5
610,Rosas,Cauca,Municipio,Colombia,1806-10-07 00:00:00,1844-04-24 00:00:00,130.0,1900.0,13302.0,1731.0,102.32,2°16′N  76°44′O,,"Roseño, -a",JOSE ROBERTO CAMPO OSORIO,193550,UTC  -5
611,Angostura,Antioquia,Municipio,Colombia,1814-01-03 00:00:00,1822,387.0,1756.0,11437.0,2628.0,,6°53′06″N  75°20′05″O,,"Angostureño, -a",Gregorio Gutiérrez González,51810,UTC  -5
612,Choachí,Cundinamarca,Municipio,Colombia,1560-09-29 00:00:00,,223.0,1924.0,10729.0,3615.0,48.11,4°32′00″N  73°56′00″O,,"Chiguano, -a",,251620,UTC  -5
613,Sasaima,Cundinamarca,Municipio,Colombia,1605-06-03 00:00:00,,114.0,1203.0,10688.0,2429.0,93.75,4°57′54″N  74°26′05″O,,"Sasaimero, -a",Danny Enrique Rico Zamora,253401,UTC  -5
614,Solano,Caquetá,Municipio,Colombia,1986-11-12 00:00:00,,43112.0,203.0,23663.0,1944.0,0.61,0°41′54″N  75°15′14″O,,Solanence,Edinson Tascon Rubio,184010,UTC  -5
615,Filadelfia,Caldas,Municipio,Colombia,1850-02-21 00:00:00,1873,193.0,1550.0,11034.0,4165.0,57.17,5°17′46″N  75°33′42″O,,"Filadelfeño, -a",William Jairo Noreña Vásquez,171020,UTC  -5
616,Palestina,Huila,Municipio,Colombia,1860,1937-07-30 00:00:00,224.0,1552.0,11159.0,2080.0,,1°43′21″N  76°07′50″O,,Palestinense,Wilson castillo  2019 ),417060,UTC  -5
617,Guaitarilla,Nariño,Municipio,Colombia,1892-01-01 00:00:00,,121.0,2635.0,12011.0,4206.0,,1°07′47″N  77°32′55″O,,Guaitarillense,Carlos Yovani Bastidas Samudio,525501,UTC  -5
618,Salamina,Magdalena,Municipio,Colombia,1765-09-15 00:00:00,,175.0,6.0,10889.0,4395.0,62.22,10°29′25″N  74°47′38″O,,"Salaminero, -a",Luis Ramón Orozco Orozco,477040,UTC  -5
619,Santa Bárbara de Pinto,Magdalena,Municipio,Colombia,1741-07-17 00:00:00,,497.65,28.0,12610.0,7342.0,25.37,9°26′07″N  74°42′06″O,,"pinteño, -a",Luis Alberto Rivera Herazo,474001,UTC  -5
620,Bagadó,Chocó,Municipio,Colombia,1578,1909-12-15 00:00:00,777.0,200.0,13174.0,2340.0,0.02,5°24′37″N  76°24′57″O,,"Bagadoseño, -a",Walter Stivet Serna Palomeque,271050,UTC  -5
621,Urumita,La Guajira,Municipio,Colombia,1785-10-03 00:00:00,1978,329.0,255.0,17910.0,10413.0,59.66,10°33′37″N  73°00′49″O,,"Urumitero, -a",Uriel Guerra Molina,445020,UTC  -5
622,Concordia,Magdalena,Municipio,Colombia,1784,1999-06-24 00:00:00,110.0,15.0,9388.0,4214.0,,10°15′29″N  74°49′56″O,,"Concordiano, -a",Eliseo José Barraza Barrios,476030,UTC  -5
623,Cáchira,Norte de Santander,Municipio,Colombia,1811-03-07 00:00:00,1911-03-07 00:00:00,605.94,2025.0,10970.0,1700.0,18.1,7°44′27″N  73°02′55″O,,Cachirense,Javier Alexis Pabon Acevedo,546030,UTC  -5
624,Belén de los Andaquíes,Caquetá,Municipio,Colombia,1917-02-17 00:00:00,,118.855,320.0,11721.0,6514.0,,1°24′59″N  75°52′22″O,,Belemita,Magno Tomas Rosero Barrera,186010,UTC  -5
625,Oiba,Santander,Municipio,Colombia,1540-02-28 00:00:00,1887,287.0,1420.0,11738.0,5547.0,42.03,6°15′50″N  73°17′57″O,,"Oibano, -a",Edwar Julián Diaz Rodríguez,683019,UTC  -5
626,Lejanías,Meta,Municipio,Colombia,1958,1981-11-19 00:00:00,852.0,611.0,10281.0,5400.0,13.05,3°31′37″N  74°01′24″O,,Lejaniense,Óscar Iván Chaparro Suárez 2020 - 2023,506061,UTC  -5
627,Margarita,Bolívar,Municipio,Colombia,1882,1976-12-19 00:00:00,295.0,20.0,9876.0,1743.0,33.48,9°09′11″N  74°17′17″O,,"Margaritano, -a",Juan Manuel Camargo Torres,133020,UTC  -5
628,Bojacá,Cundinamarca,Municipio,Colombia,1507-10-16 00:00:00,1602,109.0,2598.0,11254.0,9256.0,103.25,4°44′01″N  74°20′32″O,,Bojaquense,Jhon Alberto Molina Mora,253001,UTC  -5
629,Santacruz,Nariño,Municipio,Colombia,1611-11-01 00:00:00,1913-04-26 00:00:00,527.0,2489.0,28171.0,6611.0,56.89,1°13′19″N  77°40′38″O,,"Santacruceño, -a",,525570,UTC  -5
630,San Sebastián,Cauca,Municipio,Colombia,1562-06-13 00:00:00,1893,436.0,2700.0,13924.0,1260.0,31.94,1°50′28″N  76°46′18″O,,"Sebastianeño, -a",Yobany Anacona Anacona,194501,UTC  -5
631,Bolívar,Santander,Municipio,Colombia,1844-04-29 00:00:00,,957.25,2100.0,12351.0,1319.0,,5°59′28″N  73°46′26″O,,Bolivarense,Wilson Gamboa,761001,UTC  -5
632,Buenavista,Sucre,Municipio,Colombia,1776-10-22 00:00:00,1968-11-06 00:00:00,144.0,87.0,9552.0,8095.0,,9°19′11″N  74°58′18″O,,"Buenavistero, -a",salvador serpa teheran,702030,UTC  -5
633,Arbeláez,Cundinamarca,Municipio,Colombia,1870-10-22 00:00:00,1886-01-16 00:00:00,152.16,1417.0,12292.0,5261.0,80.78,4°16′20″N  74°24′56″O,,"Arbelaence Arbelaenzuno, -a",Karina Garzón Avellaneda,252001,UTC  -5
634,Yacuanquer,Nariño,Municipio,Colombia,1539-10-10 00:00:00,1933,111.0,2670.0,10968.0,2815.0,61.62,1°06′54″N  77°24′08″O,,"Yacuanquereño, -a",Daniel Santacruz,523001,UTC  -5
635,Medio Atrato,Chocó,Municipio,Colombia,,1999-06-23 00:00:00,562.0,50.0,29487.0,1093.0,154.58,5°59′42″N  76°46′57″O,,"Medio Atrateño, -a",Wilfrido Córdoba Moya,270070,UTC  -5
636,Tesalia,Huila,Municipio,Colombia,1775-04-22 00:00:00,,373.68,830.0,9248.0,5392.0,18.42,2°29′05″N  75°43′48″O,,"Tesalieño, -a,  Tesalense",Carlos Humberto Perdomo Zúñiga,415001,UTC  -5
637,Guateque,Boyacá,Municipio,Colombia,1636-01-28 00:00:00,,36.04,1815.0,9603.0,7176.0,266.45,5°00′21″N  73°28′23″O,,"Guatecano, -a",Ivan Camilo Camero Carrillo,153050,UTC  -5
638,Soplaviento,Bolívar,Municipio,Colombia,1533-11-13 00:00:00,1908-10-03 00:00:00,131.0,26.0,8441.0,8250.0,64.44,10°23′27″N  75°08′12″O,,"Soplavientero, -a",,131501,UTC  -5
639,Manaure Balcón del Cesar,Cesar,Municipio,Colombia,1875-01-01 00:00:00,1980-12-21 00:00:00,126.4,775.0,14514.0,9341.0,,10°23′21″N  73°01′45″O,,"Manaurero, -a",Henry Oñate Fragozo,441001,UTC  -5
640,Medio San Juan (Andagoya),Chocó,Municipio,Colombia,2000-07-20 00:00:00,2000-07-20 00:00:00,620.0,96.0,15945.0,5805.0,25.72,5°05′34″N  76°41′43″O,,"Mediosanjuaneño, -a",José Oliver Moreno,274030,UTC  -5
641,Barichara,Santander,Municipio,Colombia,1705-01-29 00:00:00,1800-01-13 00:00:00,232.33,1336.0,7215.0,2617.0,0.06,6°38′10″N  73°13′25″O,,Barichara Patiamarillo,Alfonso Rodríguez Patiño,684041,UTC  -5
642,Lenguazaque,Cundinamarca,Municipio,Colombia,1537-03-13 00:00:00,1780,154.0,2589.0,10268.0,2282.0,66.85,5°18′25″N  73°42′42″O,,Lenguazaquence,Francisco Agusto López Rodríguez,250601,UTC  -5
643,Cubará,Boyacá,Municipio,Colombia,1962-05-20 00:00:00,1965-12-04 00:00:00,1650.0,380.0,6725.0,1998.0,4.08,7°00′03″N  72°06′29″O,,Cubarense o cubareño,Aura Benilda Tegria Cristancho,151420,UTC  -5
644,Río Viejo,Bolívar,Municipio,Colombia,1785-08-26 00:00:00,1982-11-26 00:00:00,1414.0,34.0,18076.0,9360.0,12.78,8°35′19″N  73°50′24″O,,"Rioviejero, -a",Onel Jiménez Pimienta 2016-2019,134501,UTC  -5
645,Salazar,Norte de Santander,Municipio,Colombia,1561-10-22 00:00:00,1583-11-04 00:00:00,493.44,845.0,8964.0,3747.0,263.65,7°46′25″N  72°48′44″O,,"Salazareña, -o",Frank Carlos Catrillon Rojas,544570,UTC  -5
646,Titiribí,Antioquia,Municipio,Colombia,1775-04-17 00:00:00,1815,142.0,1550.0,10775.0,4591.0,99.24,6°03′45″N  75°47′37″O,,"Titiribiseño, -a",Juan Guillermo Bolívar Colorado,55850,UTC  -5
647,Cachipay,Cundinamarca,Municipio,Colombia,1910,1982-11-26 00:00:00,56.0,1600.0,9833.0,3153.0,175.59,4°43′53″N  74°26′11″O,,"Cachipayuno, -a",Efraín Moncada Sanchez,253020,UTC  -5
648,La Sierra,Cauca,Municipio,Colombia,1913-04-18 00:00:00,1967-11-30 00:00:00,217.0,1633.0,10643.0,1501.0,,2°10′39″N  76°45′51″O,,"Serrano, -a",Miller Miguel Hurtado,194001,UTC  -5
649,Belalcázar,Caldas,Municipio,Colombia,1888-11-29 00:00:00,1911,114.3,1632.0,10863.0,5046.0,94.87,4°59′37″N  75°48′43″O,,Belalcazarita,Gloria Carmenza Ospina,177001,UTC  -5
650,Mogotes,Santander,Municipio,Colombia,1703-06-26 00:00:00,1887,487.86,1700.0,10880.0,3831.0,22.26,6°28′35″N  72°58′13″O,,"Mogotano, -a",Higinio Rueda Calderon,682501,UTC  -5
651,San Jacinto del Cauca,Bolívar,Municipio,Colombia,1817-01-01 00:00:00,1997,549.0,25.0,13426.0,3773.0,24.46,8°14′59″N  74°43′12″O,,"Sanjacintano, -a",Enrique Franco,134060,UTC  -5
652,Zapayán,Magdalena,Municipio,Colombia,1800-04-29 00:00:00,2000-06-23 00:00:00,353.0,30.0,8841.0,3649.0,25.05,10°10′09″N  74°43′03″O,,Zapayanero,Manuel De La Cruz Pacheco,476050,UTC  -5
653,Hacarí,Norte de Santander,Municipio,Colombia,1780-08-02 00:00:00,1908,410.0,1050.0,10657.0,1220.0,,8°19′17″N  73°08′44″O,,Hacaritence,Deyvy Bayona Guerrero,546510,UTC  -5
654,Landázuri,Santander,Municipio,Colombia,1907-04-01 00:00:00,1974-12-13 00:00:00,630.0,1100.0,15374.0,3672.0,24.44,6°13′05″N  73°48′41″O,,"Landazureño, -a",Marlon Ballen,686021,UTC  -5
655,Risaralda,Caldas,Municipio,Colombia,,1916-04-17 00:00:00,108.0,1743.0,9583.0,4587.0,55.72,5°09′50″N  75°46′02″O,,Risaraldita,Juan Carlos Cortes Bermudez,177060,UTC  -5
656,Saladoblanco,Huila,Municipio,Colombia,1626,1948,448.0,1316.0,11462.0,2776.0,39.52,1°59′36″N  76°02′43″O,,"Saladeño, -a",Luis Antonio Bambague Ordoñez,418020,UTC  -5
657,Aranzazu,Caldas,Municipio,Colombia,1853-11-16 00:00:00,,151.5,1920.0,11422.0,6596.0,75.39,5°16′17″N  75°29′27″O,,"Aranzacitas Aranzazuno, -a",José Lisímaco Amador Cuestas,171040,UTC  -5
658,Tena,Cundinamarca,Municipio,Colombia,1607-12-11 00:00:00,1818-06-01 00:00:00,55.0,1384.0,8941.0,849.0,162.56,4°39′17″N  74°23′24″O,,Tenense,Luis Carlos Vargas Lozano,252610,UTC  -5
659,Santa María,Huila,Municipio,Colombia,1923,1965-11-26 00:00:00,313.74,1320.0,11346.0,3207.0,30.02,2°56′16″N  75°35′13″O,,"Samario, -a",Julio Cesar Peralta Ardila,412020,UTC  -5
660,Carmen de Apicalá,Tolima,Municipio,Colombia,1828-07-16 00:00:00,,183.0,328.0,8793.0,6849.0,48.05,4°08′52″N  74°43′07″O,,"Carmelitano, -a",Germán Mogollón Donoso,733590,UTC  -5
661,El Roble,Sucre,Municipio,Colombia,1800,1998,206.1,135.0,10550.0,4375.0,,9°06′08″N  75°11′42″O,,"Roblano, -a",Serguey Vergara,705050,UTC  -5
662,Mesetas,Meta,Municipio,Colombia,1959-03-29 00:00:00,,2448.0,827.0,11287.0,3661.0,,3°23′03″N  74°02′43″O,,Mesetense,Yonier Flórez Mendieta,505001,UTC  -5
663,Puerto Lleras,Meta,Municipio,Colombia,1950,1965-11-29 00:00:00,2410.0,450.0,9817.0,2975.0,,3°16′09″N  73°22′34″O,,Puertollerense,Marly Johana Gutiérrez Rincón,503001,UTC  -5
664,Victoria,Caldas,Municipio,Colombia,1879-12-23 00:00:00,1887-10-13 00:00:00,507.0,750.0,10157.0,4296.0,0.02,5°18′59″N  74°54′45″O,,"Victoriano, -a",Elkin Echeverry Buitrago,174030,UTC  -5
665,Betania,Antioquia,Municipio,Colombia,1889-07-29 00:00:00,1921,170.0,1550.0,10323.0,3601.0,61.45,5°44′05″N  75°58′45″O,,"Betaneño, -a",Carlos Mario Villada Uribe,56070,UTC  -5
666,Bahía Solano,Chocó,Municipio,Colombia,,1962-11-19 00:00:00,1667.0,152.0,9327.0,4863.0,5.6,6°13′27″N  77°24′14″O,,"Solaneño, -a",Ulmer Mosquera Gutiérrez,276030,UTC  -5
667,Puerto Nariño,Amazonas,Municipio,Colombia,1961,1984,1874.0,40.0,8162.0,7200.0,3.63,3°46′13″S  70°22′59″O,,Puerto Nariñense,Jose Alberto Lozada Pinedo  2016 - 2019,522020,UTC  -5
668,Simacota,Santander,Municipio,Colombia,1703-09-17 00:00:00,,1413.0,1050.0,7789.0,2480.0,5.23,6°26′35″N  73°20′15″O,,"Simacotero, -a",Nelson Orlando Ortiz Beltran,683561,UTC  -5
669,Suaita Corbaraque,Santander,Municipio,Colombia,1699-04-01 00:00:00,,280.82,1700.0,10277.0,1848.0,25.59,6°06′07″N  73°26′26″O,,Suaitano,Javier Chacón,683041,UTC  -5
670,Liborina,Antioquia,Municipio,Colombia,1832-03-07 00:00:00,1833-02-11 00:00:00,217.0,700.0,11050.0,3205.0,,6°40′41″N  75°48′44″O,,"Liborino, -a",Adriana Maria Maya Gallego,51460,UTC  -5
671,Ramiriquí,Boyacá,Municipio,Colombia,1541-12-21 00:00:00,,146.5,2325.0,9926.0,5026.0,67.75,5°24′03″N  73°20′08″O,,Ramiriquense,José Moisés Aguirre Sanabria,153401,UTC  -5
672,Calamar,Guaviare,Municipio,Colombia,1890,,16200.0,175.0,9091.0,5305.0,0.56,1°57′40″N  72°39′10″O,,Calamarense,Rohymand Giovanny Garcés Reina,953001,UTC  -5
673,Chipaque,Cundinamarca,Municipio,Colombia,1600-10-02 00:00:00,1857,139.45,2400.0,8400.0,2530.0,60.24,4°26′33″N  74°02′39″O,,Chipaquence,Camilo Albeiro Pardo Muñoz,251801,UTC  -5
674,Potosí,Nariño,Municipio,Colombia,1903-05-09 00:00:00,,397.0,2796.0,12137.0,2151.0,,0°48′29″N  77°34′22″O,,"Potositano, -a",Lucio Chamorro,524030,UTC  -5
675,Arboledas,Norte de Santander,Municipio,Colombia,1550-03-24 00:00:00,1803,454.71,946.0,8984.0,2490.0,,7°38′34″N  72°47′54″O,,"Arboledano, -a",Wilmer Jose Dallos Ardila,544550,UTC  -5
676,Linares,Nariño,Municipio,Colombia,1868-10-10 00:00:00,,115.0,1479.0,10042.0,2402.0,,1°21′01″N  77°31′23″O,,"Linareño, -a",,522501,UTC  -5
677,Anzoátegui (Tolima),Tolima,Municipio,Colombia,1895-07-16 00:00:00,1915,475.0,2010.0,10002.0,1432.0,21.06,4°37′49″N  75°05′41″O,,"Anzoateguno, -a",Carlos Hugo Salinas Ruiz,730540,UTC  -5
678,Padilla,Cauca,Municipio,Colombia,1823-07-29 00:00:00,1967-11-30 00:00:00,100.0,1000.0,7882.0,4111.0,78.82,3°13′19″N  76°18′47″O,,Padillense,Cristóbal Morales Mazo,191540,UTC  -5
679,Norosí,Bolívar,Municipio,Colombia,,2007-12-20 00:00:00,407.2,200.0,5204.0,2070.0,24.19,8°31′34″N  74°02′16″O,,"Norosiero, -a",Jesús Jiménez Gómez,134510,UTC  -5
680,Puerto Milán,Caquetá,Municipio,Colombia,1953-05-07 00:00:00,1985-11-12 00:00:00,1243.0,460.0,11745.0,1836.0,,1°17′21″N  75°30′23″O,,"Milanés, -a",Jonh Eduarth Monje Alvarado,185030,UTC  -5
681,Nariño,Antioquia,Municipio,Colombia,1827,1913-04-23 00:00:00,313.0,1650.0,10153.0,3116.0,,5°36′33″N  75°10′35″O,,Nariñense,Jhon Fredy Cifuentes Marín,522020,UTC  -5
682,Cerro de San Antonio,Magdalena,Municipio,Colombia,1750-06-13 00:00:00,1912,184.0,11.0,7845.0,4363.0,,10°19′30″N  74°52′05″O,,"Cerrano, -a",,735530,UTC  -5
683,Cisneros,Antioquia,Municipio,Colombia,1910,1923,46.0,1050.0,9775.0,8415.0,251.2,6°32′18″N  75°05′19″O,,"Cisnereño, -a",Carlos Andrés Rojas Tirado,53050,UTC  -5
684,Gómez Plata,Antioquia,Municipio,Colombia,1780,1903,360.0,1800.0,9753.0,5017.0,,6°40′54″N  75°13′05″O,,Gomezplatense,Jorge Adrián Pérez Atehortúa,51830,UTC  -5
685,Lloró,Chocó,Municipio,Colombia,1674-01-01 00:00:00,1955-12-13 00:00:00,905.0,69.0,11197.0,3406.0,12.37,5°29′54″N  76°32′29″O,,"Lloroseño, -a",Moises Córdoba Ramos Partido Liberal Colombiano,271030,UTC  -5
686,La Florida,Nariño,Municipio,Colombia,1820-11-11 00:00:00,1866-04-06 00:00:00,149.0,2240.0,9555.0,1817.0,,1°17′59″N  77°24′25″O,,"Floriano, -a",,763560,UTC  -5
687,Palocabildo,Tolima,Municipio,Colombia,1908-07-16 00:00:00,1996-08-20 00:00:00,65.0,1450.0,9197.0,2843.0,141.49,5°07′12″N  75°01′25″O,,Palocabildense,Nelson Gómez Velásquez,731580,UTC  -5
688,La Palma,Cundinamarca,Municipio,Colombia,1561-11-19 00:00:00,1812,191.0,1462.0,10727.0,4072.0,,5°21′38″N  74°23′23″O,,"Palmero, -a",Wilmar Alexander Martínez Bareño,253801,UTC  -5
689,Policarpa,Nariño,Municipio,Colombia,1592,1972-11-30 00:00:00,467.0,1000.0,16834.0,2973.0,,1°37′42″N  77°27′37″O,,Policarpense,Jaime David Sánchez Rodríguez,527001,UTC  -5
690,Granada,Antioquia,Municipio,Colombia,1807,1817,183.0,2050.0,10117.0,5541.0,55.28,6°08′39″N  75°11′07″O,,"Granadino, -a",Freddy Castaño Aristizábal,504001,UTC  -5
691,Sucre,Cauca,Municipio,Colombia,1999-12-10 00:00:00,1999,56.28,1140.0,8886.0,1468.0,,2°02′15″N  76°55′30″O,,"Sucreño, -a",Lheidy Patrica Muñoz,703030,UTC  -5
692,Buriticá,Antioquia,Municipio,Colombia,1614-01-15 00:00:00,1822,364.0,1625.0,9359.0,2235.0,,6°43′12″N  75°54′27″O,,"Buritiqueño, a",Luis Hernando Graciano Zapata,57030,UTC  -5
693,Pasca,Cundinamarca,Municipio,Colombia,1537-07-15 00:00:00,,264.24,2180.0,12175.0,2841.0,46.08,4°18′27″N  74°18′03″O,,"Pasqueño, -a",Katerin Mora Hortúa,252201,UTC  -5
694,La Primavera,Vichada,Municipio,Colombia,1959-04-09 00:00:00,1987-04-03 00:00:00,21420.0,140.0,15342.0,8502.0,,5°29′26″N  70°24′33″O,,Primaverense,Andrés Fernando Duque Cardenas,992001,UTC  -5
695,Leiva,Nariño,Municipio,Colombia,1901-10-24 00:00:00,1924-11-03 00:00:00,374.2,1416.0,13849.0,4388.0,,1°56′02″N  77°18′19″O,,"Leivano, -a",Hermes Sánchez Adrada,527060,UTC  -5
